id,energy_star_rating,backfilled_energy_star_rating
48155,55.0,55.0
48156,61.0,61.0
48157,68.0,68.0
48158,95.0,95.0
48159,71.0,71.0
48160,68.0,68.0
48161,66.0,66.0
48162,,64.14084507042253
48163,64.0,64.0
48164,27.0,27.0
48165,77.0,77.0
48166,33.0,33.0
48167,,61.30379746835443
48168,5.0,5.0
48169,,29.736842105263158
48170,77.0,77.0
48171,63.0,63.0
48172,45.0,45.0
48173,90.0,90.0
48174,,56.27
48175,,45.53658536585366
48176,85.0,85.0
48177,85.0,85.0
48178,11.0,11.0
48179,32.0,32.0
48180,,44.25555555555555
48181,70.0,70.0
48182,13.0,13.0
48183,72.0,72.0
48184,55.0,55.0
48185,,58.578947368421055
48186,83.0,83.0
48187,43.0,43.0
48188,60.0,60.0
48189,13.0,13.0
48190,53.0,53.0
48191,19.0,19.0
48192,67.0,67.0
48193,1.0,1.0
48194,86.0,86.0
48195,48.0,48.0
48196,30.0,30.0
48197,94.0,94.0
48198,,61.91233766233766
48199,27.0,27.0
48200,27.0,27.0
48201,3.0,3.0
48202,,34.888888888888886
48203,,58.5625
48204,84.0,84.0
48205,4.0,4.0
48206,34.0,34.0
48207,29.0,29.0
48208,,58.5625
48209,36.0,36.0
48210,95.0,95.0
48211,91.0,91.0
48212,86.0,86.0
48213,80.0,80.0
48214,9.0,9.0
48215,96.0,96.0
48216,67.0,67.0
48217,15.0,15.0
48218,86.0,86.0
48219,92.0,92.0
48220,83.0,83.0
48221,29.0,29.0
48222,95.0,95.0
48223,98.0,98.0
48224,,58.473509933774835
48225,74.0,74.0
48226,,65.58024691358025
48227,40.0,40.0
48228,,42.04255319148936
48229,47.0,47.0
48230,11.0,11.0
48231,5.0,5.0
48232,,62.00766283524904
48233,83.0,83.0
48234,55.0,55.0
48235,58.0,58.0
48236,19.0,19.0
48237,,63.338235294117645
48238,62.0,62.0
48239,20.0,20.0
48240,98.0,98.0
48241,97.0,97.0
48242,69.0,69.0
48243,100.0,100.0
48244,42.0,42.0
48245,91.0,91.0
48246,,58.201388888888886
48247,38.0,38.0
48248,35.0,35.0
48249,27.0,27.0
48250,17.0,17.0
48251,81.0,81.0
48252,95.0,95.0
48253,87.0,87.0
48254,79.0,79.0
48255,25.0,25.0
48256,78.0,78.0
48257,48.0,48.0
48258,9.0,9.0
48259,70.0,70.0
48260,12.0,12.0
48261,,51.42553191489362
48262,79.0,79.0
48263,55.0,55.0
48264,,61.91233766233766
48265,100.0,100.0
48266,5.0,5.0
48267,82.0,82.0
48268,65.0,65.0
48269,68.0,68.0
48270,60.0,60.0
48271,39.0,39.0
48272,68.0,68.0
48273,46.0,46.0
48274,21.0,21.0
48275,78.0,78.0
48276,7.0,7.0
48277,10.0,10.0
48278,86.0,86.0
48279,63.0,63.0
48280,61.0,61.0
48281,72.0,72.0
48282,26.0,26.0
48283,1.0,1.0
48284,,47.32258064516129
48285,3.0,3.0
48286,,53.371428571428574
48287,,38.69047619047619
48288,,71.05050505050505
48289,,61.69512195121951
48290,43.0,43.0
48291,14.0,14.0
48292,20.0,20.0
48293,71.0,71.0
48294,100.0,100.0
48295,94.0,94.0
48296,45.0,45.0
48297,4.0,4.0
48298,,53.5
48299,,38.69047619047619
48300,4.0,4.0
48301,83.0,83.0
48302,49.0,49.0
48303,1.0,1.0
48304,,71.05050505050505
48305,33.0,33.0
48306,22.0,22.0
48307,1.0,1.0
48308,79.0,79.0
48309,72.0,72.0
48310,71.0,71.0
48311,33.0,33.0
48312,74.0,74.0
48313,86.0,86.0
48314,72.0,72.0
48315,1.0,1.0
48316,48.0,48.0
48317,83.0,83.0
48318,,45.51063829787234
48319,78.0,78.0
48320,44.0,44.0
48321,73.0,73.0
48322,48.0,48.0
48323,59.0,59.0
48324,66.0,66.0
48325,14.0,14.0
48326,22.0,22.0
48327,82.0,82.0
48328,44.0,44.0
48329,,44.25555555555555
48330,,40.375
48331,27.0,27.0
48332,1.0,1.0
48333,74.0,74.0
48334,48.0,48.0
48335,56.0,56.0
48336,1.0,1.0
48337,2.0,2.0
48338,7.0,7.0
48339,66.0,66.0
48340,6.0,6.0
48341,15.0,15.0
48342,56.0,56.0
48343,,54.5187969924812
48344,94.0,94.0
48345,7.0,7.0
48346,2.0,2.0
48347,58.0,58.0
48348,12.0,12.0
48349,,62.10344827586207
48350,2.0,2.0
48351,22.0,22.0
48352,46.0,46.0
48353,17.0,17.0
48354,99.0,99.0
48355,45.0,45.0
48356,8.0,8.0
48357,,43.17777777777778
48358,60.0,60.0
48359,87.0,87.0
48360,,49.292682926829265
48361,54.0,54.0
48362,62.0,62.0
48363,1.0,1.0
48364,32.0,32.0
48365,77.0,77.0
48366,100.0,100.0
48367,,62.00766283524904
48368,65.0,65.0
48369,9.0,9.0
48370,62.0,62.0
48371,,64.72222222222223
48372,87.0,87.0
48373,65.0,65.0
48374,75.0,75.0
48375,51.0,51.0
48376,11.0,11.0
48377,58.0,58.0
48378,27.0,27.0
48379,100.0,100.0
48380,73.0,73.0
48381,,54.08527131782946
48382,49.0,49.0
48383,,65.10614525139665
48384,30.0,30.0
48385,70.0,70.0
48386,47.0,47.0
48387,63.0,63.0
48388,96.0,96.0
48389,82.0,82.0
48390,17.0,17.0
48391,1.0,1.0
48392,100.0,100.0
48393,47.0,47.0
48394,67.0,67.0
48395,91.0,91.0
48396,31.0,31.0
48397,18.0,18.0
48398,75.0,75.0
48399,40.0,40.0
48400,60.0,60.0
48401,86.0,86.0
48402,,64.2375
48403,71.0,71.0
48404,83.0,83.0
48405,39.0,39.0
48406,61.0,61.0
48407,100.0,100.0
48408,70.0,70.0
48409,,62.348591549295776
48410,46.0,46.0
48411,66.0,66.0
48412,73.0,73.0
48413,20.0,20.0
48414,74.0,74.0
48415,56.0,56.0
48416,,56.27
48417,69.0,69.0
48418,48.0,48.0
48419,66.0,66.0
48420,50.0,50.0
48421,44.0,44.0
48422,71.0,71.0
48423,,51.42553191489362
48424,67.0,67.0
48425,51.0,51.0
48426,41.0,41.0
48427,,60.013215859030836
48428,63.0,63.0
48429,6.0,6.0
48430,87.0,87.0
48431,79.0,79.0
48432,55.0,55.0
48433,24.0,24.0
48434,41.0,41.0
48435,86.0,86.0
48436,91.0,91.0
48437,99.0,99.0
48438,100.0,100.0
48439,27.0,27.0
48440,,65.18279569892474
48441,,58.473509933774835
48442,45.0,45.0
48443,5.0,5.0
48444,70.0,70.0
48445,31.0,31.0
48446,84.0,84.0
48447,77.0,77.0
48448,73.0,73.0
48449,30.0,30.0
48450,,50.313131313131315
48451,38.0,38.0
48452,61.0,61.0
48453,16.0,16.0
48454,55.0,55.0
48455,93.0,93.0
48456,30.0,30.0
48457,100.0,100.0
48458,,62.348591549295776
48459,68.0,68.0
48460,47.0,47.0
48461,74.0,74.0
48462,69.0,69.0
48463,100.0,100.0
48464,90.0,90.0
48465,44.0,44.0
48466,12.0,12.0
48467,75.0,75.0
48468,79.0,79.0
48469,91.0,91.0
48470,77.0,77.0
48471,85.0,85.0
48472,91.0,91.0
48473,,58.578947368421055
48474,79.0,79.0
48475,58.0,58.0
48476,41.0,41.0
48477,39.0,39.0
48478,38.0,38.0
48479,69.0,69.0
48480,,60.013215859030836
48481,40.0,40.0
48482,,68.58333333333333
48483,79.0,79.0
48484,72.0,72.0
48485,,61.69512195121951
48486,64.0,64.0
48487,86.0,86.0
48488,66.0,66.0
48489,,61.77570093457944
48490,82.0,82.0
48491,,66.54468085106383
48492,68.0,68.0
48493,,61.2
48494,76.0,76.0
48495,39.0,39.0
48496,96.0,96.0
48497,26.0,26.0
48498,58.0,58.0
48499,49.0,49.0
48500,34.0,34.0
48501,66.0,66.0
48502,2.0,2.0
48503,74.0,74.0
48504,69.0,69.0
48505,26.0,26.0
48506,45.0,45.0
48507,81.0,81.0
48508,82.0,82.0
48509,9.0,9.0
48510,41.0,41.0
48511,2.0,2.0
48512,85.0,85.0
48513,,61.69512195121951
48514,90.0,90.0
48515,82.0,82.0
48516,88.0,88.0
48517,84.0,84.0
48518,,61.69512195121951
48519,63.0,63.0
48520,32.0,32.0
48521,,58.578947368421055
48522,55.0,55.0
48523,66.0,66.0
48524,65.0,65.0
48525,75.0,75.0
48526,43.0,43.0
48527,62.0,62.0
48528,71.0,71.0
48529,,64.68181818181819
48530,,57.55
48531,72.0,72.0
48532,46.0,46.0
48533,86.0,86.0
48534,,46.541666666666664
48535,,58.473509933774835
48536,61.0,61.0
48537,75.0,75.0
48538,32.0,32.0
48539,100.0,100.0
48540,85.0,85.0
48541,93.0,93.0
48542,26.0,26.0
48543,41.0,41.0
48544,22.0,22.0
48545,18.0,18.0
48546,75.0,75.0
48547,27.0,27.0
48548,23.0,23.0
48549,89.0,89.0
48550,2.0,2.0
48551,3.0,3.0
48552,30.0,30.0
48553,48.0,48.0
48554,24.0,24.0
48555,70.0,70.0
48556,54.0,54.0
48557,80.0,80.0
48558,97.0,97.0
48559,3.0,3.0
48560,42.0,42.0
48561,65.0,65.0
48562,33.0,33.0
48563,,62.00766283524904
48564,5.0,5.0
48565,74.0,74.0
48566,60.0,60.0
48567,14.0,14.0
48568,5.0,5.0
48569,59.0,59.0
48570,1.0,1.0
48571,,64.79166666666667
48572,,61.91233766233766
48573,33.0,33.0
48574,54.0,54.0
48575,42.0,42.0
48576,9.0,9.0
48577,52.0,52.0
48578,46.0,46.0
48579,49.0,49.0
48580,45.0,45.0
48581,12.0,12.0
48582,7.0,7.0
48583,,62.00766283524904
48584,82.0,82.0
48585,53.0,53.0
48586,8.0,8.0
48587,,58.93577981651376
48588,73.0,73.0
48589,79.0,79.0
48590,31.0,31.0
48591,,43.17777777777778
48592,66.0,66.0
48593,84.0,84.0
48594,79.0,79.0
48595,61.0,61.0
48596,52.0,52.0
48597,,62.00766283524904
48598,,60.648514851485146
48599,84.0,84.0
48600,70.0,70.0
48601,5.0,5.0
48602,1.0,1.0
48603,55.0,55.0
48604,79.0,79.0
48605,87.0,87.0
48606,34.0,34.0
48607,89.0,89.0
48608,13.0,13.0
48609,14.0,14.0
48610,70.0,70.0
48611,53.0,53.0
48612,81.0,81.0
48613,87.0,87.0
48614,18.0,18.0
48615,,65.52830188679245
48616,71.0,71.0
48617,53.0,53.0
48618,,54.77894736842105
48619,17.0,17.0
48620,22.0,22.0
48621,55.0,55.0
48622,14.0,14.0
48623,8.0,8.0
48624,68.0,68.0
48625,74.0,74.0
48626,,49.91111111111111
48627,41.0,41.0
48628,22.0,22.0
48629,39.0,39.0
48630,36.0,36.0
48631,71.0,71.0
48632,11.0,11.0
48633,65.0,65.0
48634,80.0,80.0
48635,,60.6
48636,3.0,3.0
48637,1.0,1.0
48638,84.0,84.0
48639,4.0,4.0
48640,82.0,82.0
48641,71.0,71.0
48642,22.0,22.0
48643,56.0,56.0
48644,99.0,99.0
48645,,62.00766283524904
48646,71.0,71.0
48647,77.0,77.0
48648,1.0,1.0
48649,78.0,78.0
48650,,49.15384615384615
48651,17.0,17.0
48652,,61.91233766233766
48653,,43.17777777777778
48654,7.0,7.0
48655,38.0,38.0
48656,2.0,2.0
48657,92.0,92.0
48658,60.0,60.0
48659,79.0,79.0
48660,37.0,37.0
48661,91.0,91.0
48662,32.0,32.0
48663,84.0,84.0
48664,,45.53658536585366
48665,,74.75
48666,25.0,25.0
48667,76.0,76.0
48668,,40.375
48669,81.0,81.0
48670,6.0,6.0
48671,,61.30379746835443
48672,90.0,90.0
48673,89.0,89.0
48674,65.0,65.0
48675,25.0,25.0
48676,39.0,39.0
48677,46.0,46.0
48678,52.0,52.0
48679,31.0,31.0
48680,,62.00766283524904
48681,81.0,81.0
48682,57.0,57.0
48683,16.0,16.0
48684,3.0,3.0
48685,,62.10344827586207
48686,31.0,31.0
48687,25.0,25.0
48688,39.0,39.0
48689,75.0,75.0
48690,40.0,40.0
48691,75.0,75.0
48692,,62.00766283524904
48693,81.0,81.0
48694,79.0,79.0
48695,,58.0
48696,62.0,62.0
48697,18.0,18.0
48698,74.0,74.0
48699,84.0,84.0
48700,35.0,35.0
48701,58.0,58.0
48702,58.0,58.0
48703,,53.8
48704,78.0,78.0
48705,1.0,1.0
48706,67.0,67.0
48707,80.0,80.0
48708,39.0,39.0
48709,,60.013215859030836
48710,93.0,93.0
48711,80.0,80.0
48712,,61.845238095238095
48713,62.0,62.0
48714,28.0,28.0
48715,37.0,37.0
48716,87.0,87.0
48717,2.0,2.0
48718,48.0,48.0
48719,15.0,15.0
48720,3.0,3.0
48721,3.0,3.0
48722,8.0,8.0
48723,97.0,97.0
48724,58.0,58.0
48725,73.0,73.0
48726,,61.58064516129032
48727,49.0,49.0
48728,75.0,75.0
48729,81.0,81.0
48730,3.0,3.0
48731,,65.50931677018633
48732,4.0,4.0
48733,1.0,1.0
48734,,60.013215859030836
48735,83.0,83.0
48736,72.0,72.0
48737,1.0,1.0
48738,75.0,75.0
48739,1.0,1.0
48740,48.0,48.0
48741,89.0,89.0
48742,7.0,7.0
48743,34.0,34.0
48744,100.0,100.0
48745,22.0,22.0
48746,83.0,83.0
48747,66.0,66.0
48748,,44.93650793650794
48749,59.0,59.0
48750,27.0,27.0
48751,63.0,63.0
48752,94.0,94.0
48753,61.0,61.0
48754,89.0,89.0
48755,64.0,64.0
48756,,58.91891891891892
48757,37.0,37.0
48758,81.0,81.0
48759,100.0,100.0
48760,60.0,60.0
48761,96.0,96.0
48762,,54.5187969924812
48763,14.0,14.0
48764,13.0,13.0
48765,94.0,94.0
48766,80.0,80.0
48767,26.0,26.0
48768,62.0,62.0
48769,28.0,28.0
48770,3.0,3.0
48771,9.0,9.0
48772,,61.91233766233766
48773,,40.375
48774,,53.5
48775,,62.333333333333336
48776,28.0,28.0
48777,,40.375
48778,47.0,47.0
48779,24.0,24.0
48780,65.0,65.0
48781,41.0,41.0
48782,87.0,87.0
48783,,45.333333333333336
48784,,64.2375
48785,31.0,31.0
48786,,56.27
48787,76.0,76.0
48788,65.0,65.0
48789,78.0,78.0
48790,78.0,78.0
48791,100.0,100.0
48792,68.0,68.0
48793,72.0,72.0
48794,66.0,66.0
48795,70.0,70.0
48796,,51.96551724137931
48797,52.0,52.0
48798,,58.578947368421055
48799,42.0,42.0
48800,59.0,59.0
48801,59.0,59.0
48802,100.0,100.0
48803,79.0,79.0
48804,53.0,53.0
48805,89.0,89.0
48806,59.0,59.0
48807,73.0,73.0
48808,55.0,55.0
48809,96.0,96.0
48810,66.0,66.0
48811,,56.27
48812,84.0,84.0
48813,24.0,24.0
48814,57.0,57.0
48815,1.0,1.0
48816,,47.32258064516129
48817,21.0,21.0
48818,,34.888888888888886
48819,36.0,36.0
48820,91.0,91.0
48821,70.0,70.0
48822,62.0,62.0
48823,8.0,8.0
48824,84.0,84.0
48825,,64.14084507042253
48826,54.0,54.0
48827,61.0,61.0
48828,47.0,47.0
48829,58.0,58.0
48830,49.0,49.0
48831,99.0,99.0
48832,82.0,82.0
48833,76.0,76.0
48834,97.0,97.0
48835,64.0,64.0
48836,,47.57446808510638
48837,21.0,21.0
48838,60.0,60.0
48839,99.0,99.0
48840,,44.25555555555555
48841,5.0,5.0
48842,11.0,11.0
48843,52.0,52.0
48844,89.0,89.0
48845,48.0,48.0
48846,55.0,55.0
48847,,47.57446808510638
48848,,52.1063829787234
48849,26.0,26.0
48850,98.0,98.0
48851,,60.6
48852,80.0,80.0
48853,56.0,56.0
48854,,61.91233766233766
48855,,58.473509933774835
48856,13.0,13.0
48857,,61.845238095238095
48858,47.0,47.0
48859,30.0,30.0
48860,,62.348591549295776
48861,63.0,63.0
48862,12.0,12.0
48863,72.0,72.0
48864,43.0,43.0
48865,,65.50931677018633
48866,,62.348591549295776
48867,40.0,40.0
48868,57.0,57.0
48869,24.0,24.0
48870,99.0,99.0
48871,70.0,70.0
48872,70.0,70.0
48873,,65.50931677018633
48874,99.0,99.0
48875,54.0,54.0
48876,50.0,50.0
48877,,62.00766283524904
48878,75.0,75.0
48879,88.0,88.0
48880,,74.75
48881,9.0,9.0
48882,,65.10614525139665
48883,,59.48837209302326
48884,,58.473509933774835
48885,85.0,85.0
48886,78.0,78.0
48887,,67.38235294117646
48888,,59.48837209302326
48889,,60.013215859030836
48890,100.0,100.0
48891,58.0,58.0
48892,5.0,5.0
48893,64.0,64.0
48894,86.0,86.0
48895,,53.371428571428574
48896,,58.578947368421055
48897,95.0,95.0
48898,53.0,53.0
48899,,65.50602409638554
48900,80.0,80.0
48901,52.0,52.0
48902,96.0,96.0
48903,60.0,60.0
48904,86.0,86.0
48905,71.0,71.0
48906,,74.75
48907,,61.77570093457944
48908,,62.348591549295776
48909,54.0,54.0
48910,51.0,51.0
48911,,61.77570093457944
48912,71.0,71.0
48913,80.0,80.0
48914,84.0,84.0
48915,11.0,11.0
48916,,64.14084507042253
48917,,61.77570093457944
48918,,56.27
48919,60.0,60.0
48920,,61.77570093457944
48921,,65.42222222222222
48922,,53.371428571428574
48923,,62.348591549295776
48924,,59.48837209302326
48925,66.0,66.0
48926,15.0,15.0
48927,57.0,57.0
48928,90.0,90.0
48929,43.0,43.0
48930,,58.201388888888886
48931,42.0,42.0
48932,,60.648514851485146
48933,75.0,75.0
48934,20.0,20.0
48935,55.0,55.0
48936,49.0,49.0
48937,56.0,56.0
48938,19.0,19.0
48939,29.0,29.0
48940,,62.348591549295776
48941,22.0,22.0
48942,1.0,1.0
48943,5.0,5.0
48944,98.0,98.0
48945,44.0,44.0
48946,82.0,82.0
48947,62.0,62.0
48948,,68.51685393258427
48949,,62.00766283524904
48950,1.0,1.0
48951,,58.857142857142854
48952,13.0,13.0
48953,100.0,100.0
48954,74.0,74.0
48955,80.0,80.0
48956,59.0,59.0
48957,63.0,63.0
48958,70.0,70.0
48959,21.0,21.0
48960,58.0,58.0
48961,6.0,6.0
48962,,61.30379746835443
48963,64.0,64.0
48964,89.0,89.0
48965,,54.5187969924812
48966,16.0,16.0
48967,,56.27
48968,63.0,63.0
48969,18.0,18.0
48970,13.0,13.0
48971,,65.10614525139665
48972,,65.50602409638554
48973,,58.201388888888886
48974,53.0,53.0
48975,,65.10614525139665
48976,82.0,82.0
48977,70.0,70.0
48978,47.0,47.0
48979,80.0,80.0
48980,43.0,43.0
48981,54.0,54.0
48982,75.0,75.0
48983,69.0,69.0
48984,,43.17777777777778
48985,49.0,49.0
48986,35.0,35.0
48987,,58.857142857142854
48988,88.0,88.0
48989,43.0,43.0
48990,9.0,9.0
48991,3.0,3.0
48992,27.0,27.0
48993,66.0,66.0
48994,69.0,69.0
48995,90.0,90.0
48996,7.0,7.0
48997,63.0,63.0
48998,54.0,54.0
48999,,51.42553191489362
49000,52.0,52.0
49001,1.0,1.0
49002,27.0,27.0
49003,44.0,44.0
49004,61.0,61.0
49005,,61.69512195121951
49006,51.0,51.0
49007,,51.96551724137931
49008,22.0,22.0
49009,18.0,18.0
49010,,54.08527131782946
49011,9.0,9.0
49012,40.0,40.0
49013,69.0,69.0
49014,,43.17777777777778
49015,,65.9367088607595
49016,,49.91111111111111
49017,,54.5187969924812
49018,,49.91111111111111
49019,31.0,31.0
49020,,51.90909090909091
49021,61.0,61.0
49022,80.0,80.0
49023,1.0,1.0
49024,,60.660377358490564
49025,58.0,58.0
49026,,64.14084507042253
49027,49.0,49.0
49028,,54.5187969924812
49029,94.0,94.0
49030,73.0,73.0
49031,93.0,93.0
49032,100.0,100.0
49033,,34.888888888888886
49034,5.0,5.0
49035,,45.53658536585366
49036,,56.27
49037,45.0,45.0
49038,90.0,90.0
49039,17.0,17.0
49040,73.0,73.0
49041,60.0,60.0
49042,,62.348591549295776
49043,92.0,92.0
49044,50.0,50.0
49045,57.0,57.0
49046,15.0,15.0
49047,70.0,70.0
49048,83.0,83.0
49049,100.0,100.0
49050,84.0,84.0
49051,40.0,40.0
49052,94.0,94.0
49053,,55.142857142857146
49054,14.0,14.0
49055,22.0,22.0
49056,36.0,36.0
49057,57.0,57.0
49058,28.0,28.0
49059,16.0,16.0
49060,1.0,1.0
49061,21.0,21.0
49062,59.0,59.0
49063,2.0,2.0
49064,93.0,93.0
49065,,56.42307692307692
49066,86.0,86.0
49067,41.0,41.0
49068,,58.064516129032256
49069,,58.0
49070,40.0,40.0
49071,12.0,12.0
49072,,42.04255319148936
49073,37.0,37.0
49074,2.0,2.0
49075,1.0,1.0
49076,,61.77570093457944
49077,15.0,15.0
49078,,62.00766283524904
49079,51.0,51.0
49080,21.0,21.0
49081,2.0,2.0
49082,,45.30232558139535
49083,36.0,36.0
49084,28.0,28.0
49085,98.0,98.0
49086,1.0,1.0
49087,69.0,69.0
49088,79.0,79.0
49089,1.0,1.0
49090,,34.888888888888886
49091,49.0,49.0
49092,36.0,36.0
49093,54.0,54.0
49094,94.0,94.0
49095,1.0,1.0
49096,89.0,89.0
49097,96.0,96.0
49098,90.0,90.0
49099,91.0,91.0
49100,33.0,33.0
49101,40.0,40.0
49102,,60.648514851485146
49103,,65.50931677018633
49104,41.0,41.0
49105,79.0,79.0
49106,24.0,24.0
49107,67.0,67.0
49108,100.0,100.0
49109,76.0,76.0
49110,,65.42222222222222
49111,86.0,86.0
49112,74.0,74.0
49113,99.0,99.0
49114,9.0,9.0
49115,42.0,42.0
49116,42.0,42.0
49117,82.0,82.0
49118,55.0,55.0
49119,,62.00766283524904
49120,48.0,48.0
49121,26.0,26.0
49122,74.0,74.0
49123,60.0,60.0
49124,46.0,46.0
49125,22.0,22.0
49126,52.0,52.0
49127,12.0,12.0
49128,49.0,49.0
49129,11.0,11.0
49130,93.0,93.0
49131,,38.69047619047619
49132,2.0,2.0
49133,,52.23076923076923
49134,,49.91111111111111
49135,,51.96551724137931
49136,,54.77894736842105
49137,68.0,68.0
49138,1.0,1.0
49139,,51.5
49140,,38.69047619047619
49141,46.0,46.0
49142,12.0,12.0
49143,87.0,87.0
49144,9.0,9.0
49145,1.0,1.0
49146,66.0,66.0
49147,16.0,16.0
49148,5.0,5.0
49149,43.0,43.0
49150,71.0,71.0
49151,48.0,48.0
49152,5.0,5.0
49153,,50.22857142857143
49154,55.0,55.0
49155,72.0,72.0
49156,100.0,100.0
49157,33.0,33.0
49158,56.0,56.0
49159,,60.660377358490564
49160,57.0,57.0
49161,,50.313131313131315
49162,,58.064516129032256
49163,75.0,75.0
49164,,58.064516129032256
49165,,58.93577981651376
49166,84.0,84.0
49167,48.0,48.0
49168,,60.648514851485146
49169,81.0,81.0
49170,67.0,67.0
49171,33.0,33.0
49172,23.0,23.0
49173,76.0,76.0
49174,73.0,73.0
49175,86.0,86.0
49176,10.0,10.0
49177,67.0,67.0
49178,1.0,1.0
49179,,48.91891891891892
49180,37.0,37.0
49181,49.0,49.0
49182,1.0,1.0
49183,17.0,17.0
49184,1.0,1.0
49185,97.0,97.0
49186,5.0,5.0
49187,35.0,35.0
49188,,47.32258064516129
49189,46.0,46.0
49190,32.0,32.0
49191,16.0,16.0
49192,7.0,7.0
49193,79.0,79.0
49194,67.0,67.0
49195,21.0,21.0
49196,64.0,64.0
49197,81.0,81.0
49198,97.0,97.0
49199,,61.91233766233766
49200,38.0,38.0
49201,58.0,58.0
49202,,53.371428571428574
49203,15.0,15.0
49204,,60.013215859030836
49205,74.0,74.0
49206,21.0,21.0
49207,72.0,72.0
49208,89.0,89.0
49209,,57.55
49210,36.0,36.0
49211,92.0,92.0
49212,100.0,100.0
49213,46.0,46.0
49214,92.0,92.0
49215,,58.93577981651376
49216,,46.541666666666664
49217,30.0,30.0
49218,79.0,79.0
49219,89.0,89.0
49220,49.0,49.0
49221,57.0,57.0
49222,33.0,33.0
49223,90.0,90.0
49224,74.0,74.0
49225,76.0,76.0
49226,,38.69047619047619
49227,26.0,26.0
49228,77.0,77.0
49229,,54.77894736842105
49230,69.0,69.0
49231,,64.14084507042253
49232,53.0,53.0
49233,59.0,59.0
49234,35.0,35.0
49235,93.0,93.0
49236,94.0,94.0
49237,87.0,87.0
49238,43.0,43.0
49239,77.0,77.0
49240,100.0,100.0
49241,22.0,22.0
49242,96.0,96.0
49243,35.0,35.0
49244,86.0,86.0
49245,98.0,98.0
49246,64.0,64.0
49247,78.0,78.0
49248,77.0,77.0
49249,92.0,92.0
49250,83.0,83.0
49251,85.0,85.0
49252,44.0,44.0
49253,,62.348591549295776
49254,,54.77894736842105
49255,,65.42222222222222
49256,,65.9367088607595
49257,6.0,6.0
49258,,60.405797101449274
49259,39.0,39.0
49260,96.0,96.0
49261,,49.15384615384615
49262,,56.42307692307692
49263,21.0,21.0
49264,,54.77894736842105
49265,38.0,38.0
49266,84.0,84.0
49267,,58.71875
49268,33.0,33.0
49269,100.0,100.0
49270,56.0,56.0
49271,,59.48837209302326
49272,57.0,57.0
49273,81.0,81.0
49274,,56.27
49275,,59.48837209302326
49276,,64.2375
49277,91.0,91.0
49278,98.0,98.0
49279,89.0,89.0
49280,27.0,27.0
49281,9.0,9.0
49282,,62.00766283524904
49283,76.0,76.0
49284,,58.578947368421055
49285,,59.48837209302326
49286,,61.30379746835443
49287,37.0,37.0
49288,79.0,79.0
49289,47.0,47.0
49290,62.0,62.0
49291,78.0,78.0
49292,11.0,11.0
49293,64.0,64.0
49294,80.0,80.0
49295,87.0,87.0
49296,62.0,62.0
49297,69.0,69.0
49298,56.0,56.0
49299,75.0,75.0
49300,,65.50602409638554
49301,,65.50931677018633
49302,,58.473509933774835
49303,,43.17777777777778
49304,,65.42222222222222
49305,70.0,70.0
49306,41.0,41.0
49307,65.0,65.0
49308,,60.24
49309,59.0,59.0
49310,100.0,100.0
49311,,62.348591549295776
49312,,65.42222222222222
49313,12.0,12.0
49314,100.0,100.0
49315,,62.348591549295776
49316,69.0,69.0
49317,58.0,58.0
49318,11.0,11.0
49319,38.0,38.0
49320,45.0,45.0
49321,85.0,85.0
49322,,58.473509933774835
49323,,54.77894736842105
49324,,65.50931677018633
49325,49.0,49.0
49326,2.0,2.0
49327,84.0,84.0
49328,61.0,61.0
49329,23.0,23.0
49330,,51.61224489795919
49331,67.0,67.0
49332,,62.00766283524904
49333,33.0,33.0
49334,,61.77570093457944
49335,42.0,42.0
49336,74.0,74.0
49337,76.0,76.0
49338,,56.42307692307692
49339,65.0,65.0
49340,,56.27
49341,19.0,19.0
49342,51.0,51.0
49343,13.0,13.0
49344,66.0,66.0
49345,52.0,52.0
49346,26.0,26.0
49347,,62.333333333333336
49348,3.0,3.0
49349,65.0,65.0
49350,51.0,51.0
49351,11.0,11.0
49352,3.0,3.0
49353,64.0,64.0
49354,40.0,40.0
49355,17.0,17.0
49356,82.0,82.0
49357,18.0,18.0
49358,13.0,13.0
49359,91.0,91.0
49360,,60.648514851485146
49361,11.0,11.0
49362,31.0,31.0
49363,7.0,7.0
49364,91.0,91.0
49365,75.0,75.0
49366,37.0,37.0
49367,1.0,1.0
49368,,45.333333333333336
49369,,65.28571428571429
49370,42.0,42.0
49371,70.0,70.0
49372,,53.371428571428574
49373,12.0,12.0
49374,41.0,41.0
49375,48.0,48.0
49376,2.0,2.0
49377,,66.54468085106383
49378,96.0,96.0
49379,2.0,2.0
49380,,62.348591549295776
49381,80.0,80.0
49382,94.0,94.0
49383,,36.824561403508774
49384,44.0,44.0
49385,4.0,4.0
49386,1.0,1.0
49387,,42.96153846153846
49388,68.0,68.0
49389,,65.50602409638554
49390,,38.69047619047619
49391,4.0,4.0
49392,78.0,78.0
49393,86.0,86.0
49394,,48.91891891891892
49395,88.0,88.0
49396,85.0,85.0
49397,92.0,92.0
49398,100.0,100.0
49399,53.0,53.0
49400,69.0,69.0
49401,68.0,68.0
49402,75.0,75.0
49403,49.0,49.0
49404,80.0,80.0
49405,73.0,73.0
49406,,61.2
49407,62.0,62.0
49408,70.0,70.0
49409,49.0,49.0
49410,81.0,81.0
49411,81.0,81.0
49412,22.0,22.0
49413,97.0,97.0
